antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction
"frozenset({'Eye shadow', 'Blush', 'Foundation'})","frozenset({'Concealer', 'Mascara'})",0.093,0.279,0.061,0.655913978,2.350946159,0.035053,2.09540625
"frozenset({'Concealer', 'Eyeliner'})","frozenset({'Nail Polish', 'Bronzer'})",0.175,0.129,0.053,0.302857143,2.34772979,0.030425,1.249385246
frozenset({'Mascara'}),"frozenset({'Concealer', 'Foundation', 'Lip Gloss'})",0.129,0.175,0.053,0.410852713,2.34772979,0.030425,1.400328947
"frozenset({'Brushes', 'Nail Polish'})",frozenset({'Eye shadow'}),0.381,0.094,0.084,0.220472441,2.345451499,0.048186,1.162242424
"frozenset({'Eye shadow', 'Concealer', 'Mascara'})","frozenset({'Blush', 'Lip liner'})",0.094,0.381,0.084,0.893617021,2.345451499,0.048186,5.8186
"frozenset({'Mascara', 'Bronzer'})","frozenset({'Concealer', 'Nail Polish'})",0.175,0.134,0.055,0.314285714,2.345415778,0.03155,1.262916667
"frozenset({'Mascara', 'Lip liner'})","frozenset({'Eye shadow', 'Concealer'})",0.134,0.175,0.055,0.410447761,2.345415778,0.03155,1.399367089
frozenset({'Nail Polish'}),"frozenset({'Brushes', 'Eyeliner'})",0.381,0.056,0.05,0.131233596,2.343457068,0.028664,1.086598187
"frozenset({'Concealer', 'Nail Polish'})",frozenset({'Eyeliner'}),0.381,0.056,0.05,0.131233596,2.343457068,0.028664,1.086598187
"frozenset({'Concealer', 'Mascara', 'Eyeliner', 'Lip Gloss'})",frozenset({'Eye shadow'}),0.056,0.381,0.05,0.892857143,2.343457068,0.028664,5.777333333
"frozenset({'Eye shadow', 'Concealer', 'Lip Gloss'})","frozenset({'Mascara', 'Eyeliner'})",0.056,0.381,0.05,0.892857143,2.343457068,0.028664,5.777333333
"frozenset({'Concealer', 'Bronzer'})",frozenset({'Nail Polish'}),0.381,0.102,0.091,0.238845144,2.341619062,0.052138,1.179786207
frozenset({'Lip Gloss'}),"frozenset({'Eye shadow', 'Foundation', 'Lipstick'})",0.102,0.381,0.091,0.892156863,2.341619062,0.052138,5.739818182
"frozenset({'Blush', 'Foundation'})",frozenset({'Lip Gloss'}),0.381,0.083,0.074,0.194225722,2.340068937,0.042377,1.138035831
frozenset({'Nail Polish'}),"frozenset({'Brushes', 'Foundation'})",0.381,0.083,0.074,0.194225722,2.340068937,0.042377,1.138035831
"frozenset({'Eye shadow', 'Blush'})","frozenset({'Mascara', 'Foundation', 'Lip Gloss'})",0.083,0.381,0.074,0.891566265,2.340068937,0.042377,5.708555556
"frozenset({'Brushes', 'Eye shadow', 'Concealer', 'Nail Polish'})",frozenset({'Mascara'}),0.083,0.381,0.074,0.891566265,2.340068937,0.042377,5.708555556
"frozenset({'Concealer', 'Blush', 'Lip liner'})",frozenset({'Nail Polish'}),0.279,0.112,0.073,0.261648746,2.336149514,0.041752,1.202679612
"frozenset({'Eye shadow', 'Eyeliner'})","frozenset({'Mascara', 'Lip liner'})",0.112,0.279,0.073,0.651785714,2.336149514,0.041752,2.070564103
"frozenset({'Concealer', 'Blush'})","frozenset({'Brushes', 'Nail Polish'})",0.279,0.149,0.097,0.347670251,2.333357389,0.055429,1.304554945
"frozenset({'Blush', 'Nail Polish'})","frozenset({'Brushes', 'Bronzer'})",0.279,0.149,0.097,0.347670251,2.333357389,0.055429,1.304554945
"frozenset({'Concealer', 'Foundation', 'Nail Polish'})",frozenset({'Eyeliner'}),0.149,0.279,0.097,0.651006711,2.333357389,0.055429,2.065942308
"frozenset({'Eye shadow', 'Mascara'})","frozenset({'Nail Polish', 'Bronzer'})",0.149,0.279,0.097,0.651006711,2.333357389,0.055429,2.065942308
frozenset({'Blush'}),"frozenset({'Eye shadow', 'Lipstick'})",0.381,0.134,0.119,0.312335958,2.330865358,0.067946,1.259335878
"frozenset({'Eyeliner', 'Bronzer'})","frozenset({'Concealer', 'Foundation'})",0.134,0.381,0.119,0.888059701,2.330865358,0.067946,5.529733333
frozenset({'Blush'}),"frozenset({'Eye shadow', 'Mascara', 'Bronzer'})",0.201,0.107,0.05,0.248756219,2.324824476,0.028493,1.188695364
frozenset({'Eye shadow'}),"frozenset({'Mascara', 'Eyeliner', 'Lip Gloss'})",0.107,0.201,0.05,0.46728972,2.324824476,0.028493,1.499877193
frozenset({'Bronzer'}),"frozenset({'Eye shadow', 'Concealer'})",0.357,0.182,0.151,0.422969188,2.324006526,0.086026,1.417601942
"frozenset({'Blush', 'Foundation', 'Eyeliner'})",frozenset({'Eye shadow'}),0.182,0.357,0.151,0.82967033,2.324006526,0.086026,3.775032258
"frozenset({'Eye shadow', 'Concealer', 'Eyeliner'})",frozenset({'Blush'}),0.204,0.146,0.069,0.338235294,2.316680097,0.039216,1.290488889
"frozenset({'Concealer', 'Lip liner', 'Lip Gloss'})",frozenset({'Bronzer'}),0.146,0.204,0.069,0.47260274,2.316680097,0.039216,1.509298701
"frozenset({'Blush', 'Lip liner'})","frozenset({'Eye shadow', 'Mascara'})",0.201,0.131,0.061,0.303482587,2.31666097,0.034669,1.247635714
"frozenset({'Eye shadow', 'Lip Gloss'})","frozenset({'Mascara', 'Concealer'})",0.131,0.201,0.061,0.465648855,2.31666097,0.034669,1.495271429
"frozenset({'Brushes', 'Lip liner'})","frozenset({'Nail Polish', 'Bronzer'})",0.179,0.123,0.051,0.284916201,2.316391879,0.028983,1.226429688
"frozenset({'Eye shadow', 'Lip liner', 'Bronzer'})",frozenset({'Mascara'}),0.123,0.179,0.051,0.414634146,2.316391879,0.028983,1.402541667
"frozenset({'Nail Polish', 'Eyeliner'})",frozenset({'Brushes'}),0.381,0.068,0.06,0.157480315,2.315886985,0.034092,1.106205607
frozenset({'Concealer'}),"frozenset({'Eye shadow', 'Mascara', 'Lip liner', 'Eyeliner'})",0.068,0.381,0.06,0.882352941,2.315886985,0.034092,5.2615
"frozenset({'Brushes', 'Eye shadow'})",frozenset({'Nail Polish'}),0.381,0.101,0.089,0.233595801,2.312829708,0.050519,1.173010274
"frozenset({'Foundation', 'Lipstick', 'Eyeliner'})",frozenset({'Lip Gloss'}),0.101,0.381,0.089,0.881188119,2.312829708,0.050519,5.209916667
frozenset({'Mascara'}),"frozenset({'Brushes', 'Concealer', 'Nail Polish'})",0.181,0.129,0.054,0.298342541,2.312732879,0.030651,1.241346457
"frozenset({'Concealer', 'Lip Gloss'})","frozenset({'Mascara', 'Foundation'})",0.129,0.181,0.054,0.418604651,2.312732879,0.030651,1.40868
frozenset({'Eye shadow'}),"frozenset({'Concealer', 'Blush', 'Foundation'})",0.204,0.123,0.058,0.284313725,2.311493703,0.032908,1.22539726
"frozenset({'Mascara', 'Lip liner', 'Bronzer'})",frozenset({'Eye shadow'}),0.123,0.204,0.058,0.471544715,2.311493703,0.032908,1.506276923
frozenset({'Concealer'}),"frozenset({'Blush', 'Lip liner', 'Eyeliner'})",0.22,0.124,0.063,0.286363636,2.309384164,0.03572,1.227515924
frozenset({'Eyeliner'}),"frozenset({'Concealer', 'Foundation', 'Lip Gloss'})",0.124,0.22,0.063,0.508064516,2.309384164,0.03572,1.58557377
"frozenset({'Blush', 'Lip liner', 'Lip Gloss'})",frozenset({'Concealer'}),0.22,0.128,0.065,0.295454545,2.308238636,0.03684,1.237677419
"frozenset({'Mascara', 'Eyeliner'})","frozenset({'Concealer', 'Foundation'})",0.128,0.22,0.065,0.5078125,2.308238636,0.03684,1.584761905
frozenset({'Lip Gloss'}),"frozenset({'Blush', 'Foundation'})",0.381,0.204,0.179,0.469816273,2.303020946,0.101276,1.501366337
"frozenset({'Concealer', 'Foundation'})","frozenset({'Eye shadow', 'Blush'})",0.204,0.381,0.179,0.87745098,2.303020946,0.101276,5.05104
"frozenset({'Mascara', 'Blush'})","frozenset({'Eye shadow', 'Eyeliner'})",0.192,0.129,0.057,0.296875,2.301356589,0.032232,1.238755556
"frozenset({'Concealer', 'Foundation'})","frozenset({'Mascara', 'Lip Gloss'})",0.129,0.192,0.057,0.441860465,2.301356589,0.032232,1.447666667
"frozenset({'Concealer', 'Blush', 'Eyeliner'})",frozenset({'Eye shadow'}),0.204,0.13,0.061,0.299019608,2.30015083,0.03448,1.241118881
frozenset({'Eye shadow'}),"frozenset({'Mascara', 'Concealer', 'Lipstick'})",0.13,0.204,0.061,0.469230769,2.30015083,0.03448,1.499710145
"frozenset({'Concealer', 'Lip Gloss'})",frozenset({'Nail Polish'}),0.381,0.072,0.063,0.165354331,2.296587927,0.035568,1.111849057
frozenset({'Eye shadow'}),"frozenset({'Lip Gloss', 'Concealer', 'Mascara', 'Bronzer'})",0.072,0.381,0.063,0.875,2.296587927,0.035568,4.952
"frozenset({'Concealer', 'Blush'})","frozenset({'Lip liner', 'Bronzer'})",0.234,0.134,0.072,0.307692308,2.296211251,0.040644,1.250888889
"frozenset({'Concealer', 'Bronzer'})","frozenset({'Eye shadow', 'Eyeliner'})",0.134,0.234,0.072,0.537313433,2.296211251,0.040644,1.655548387
"frozenset({'Brushes', 'Eye shadow'})","frozenset({'Concealer', 'Nail Polish'})",0.181,0.13,0.054,0.298342541,2.294942626,0.03047,1.23992126
"frozenset({'Foundation', 'Mascara', 'Concealer'})",frozenset({'Lip Gloss'}),0.13,0.181,0.054,0.415384615,2.294942626,0.03047,1.400921053
frozenset({'Concealer'}),"frozenset({'Mascara', 'Blush', 'Lip Gloss'})",0.211,0.184,0.089,0.421800948,2.292396456,0.050176,1.411278689
frozenset({'Mascara'}),"frozenset({'Blush', 'Foundation', 'Eyeliner'})",0.184,0.211,0.089,0.483695652,2.292396456,0.050176,1.528168421
frozenset({'Nail Polish'}),"frozenset({'Mascara', 'Concealer'})",0.381,0.063,0.055,0.144356955,2.291380244,0.030997,1.095082822
"frozenset({'Eye shadow', 'Concealer', 'Mascara'})","frozenset({'Foundation', 'Eyeliner'})",0.063,0.381,0.055,0.873015873,2.291380244,0.030997,4.874625
frozenset({'Bronzer'}),"frozenset({'Brushes', 'Nail Polish'})",0.381,0.181,0.158,0.414698163,2.29115007,0.089039,1.399278027
frozenset({'Concealer'}),"frozenset({'Brushes', 'Nail Polish', 'Lip liner'})",0.181,0.381,0.158,0.872928177,2.29115007,0.089039,4.87126087
"frozenset({'Eye shadow', 'Mascara', 'Concealer'})",frozenset({'Blush'}),0.22,0.151,0.076,0.345454545,2.287778447,0.04278,1.297083333
"frozenset({'Eye shadow', 'Eyeliner'})","frozenset({'Concealer', 'Nail Polish'})",0.151,0.22,0.076,0.503311258,2.287778447,0.04278,1.5704
"frozenset({'Eye shadow', 'Concealer'})","frozenset({'Blush', 'Lip Gloss'})",0.204,0.18,0.084,0.411764706,2.287581699,0.04728,1.394
"frozenset({'Brushes', 'Concealer', 'Nail Polish'})",frozenset({'Eyeliner'}),0.18,0.204,0.084,0.466666667,2.287581699,0.04728,1.4925
"frozenset({'Brushes', 'Concealer', 'Nail Polish'})",frozenset({'Lip liner'}),0.182,0.13,0.054,0.296703297,2.282333052,0.03034,1.23703125
"frozenset({'Mascara', 'Concealer'})","frozenset({'Eye shadow', 'Eyeliner'})",0.13,0.182,0.054,0.415384615,2.282333052,0.03034,1.399210526
frozenset({'Nail Polish'}),"frozenset({'Eye shadow', 'Concealer'})",0.381,0.061,0.053,0.139107612,2.280452648,0.029759,1.090728659
"frozenset({'Nail Polish', 'Lip liner'})",frozenset({'Bronzer'}),0.381,0.061,0.053,0.139107612,2.280452648,0.029759,1.090728659
"frozenset({'Concealer', 'Mascara'})","frozenset({'Eye shadow', 'Foundation', 'Eyeliner'})",0.061,0.381,0.053,0.868852459,2.280452648,0.029759,4.719875
frozenset({'Eye shadow'}),"frozenset({'Concealer', 'Mascara', 'Foundation', 'Eyeliner'})",0.061,0.381,0.053,0.868852459,2.280452648,0.029759,4.719875
frozenset({'Concealer'}),"frozenset({'Mascara', 'Blush', 'Eyeliner'})",0.211,0.131,0.063,0.298578199,2.279222894,0.035359,1.238912162
"frozenset({'Eye shadow', 'Concealer'})","frozenset({'Mascara', 'Lip Gloss'})",0.131,0.211,0.063,0.480916031,2.279222894,0.035359,1.519985294
frozenset({'Eye shadow'}),"frozenset({'Brushes', 'Nail Polish', 'Bronzer'})",0.179,0.13,0.053,0.296089385,2.277610657,0.02973,1.235952381
frozenset({'Mascara'}),"frozenset({'Eye shadow', 'Concealer', 'Eyeliner'})",0.13,0.179,0.053,0.407692308,2.277610657,0.02973,1.386103896
"frozenset({'Nail Polish', 'Lip Gloss'})",frozenset({'Brushes'}),0.381,0.083,0.072,0.188976378,2.276823831,0.040377,1.130669903
"frozenset({'Eye shadow', 'Concealer', 'Mascara', 'Nail Polish'})",frozenset({'Brushes'}),0.083,0.381,0.072,0.86746988,2.276823831,0.040377,4.670636364
"frozenset({'Foundation', 'Bronzer'})","frozenset({'Concealer', 'Blush'})",0.234,0.124,0.066,0.282051282,2.274607113,0.036984,1.220142857
"frozenset({'Eyeliner', 'Lip Gloss'})","frozenset({'Concealer', 'Foundation'})",0.124,0.234,0.066,0.532258065,2.274607113,0.036984,1.637655172
frozenset({'Blush'}),"frozenset({'Concealer', 'Lip liner', 'Lip Gloss'})",0.22,0.116,0.058,0.263636364,2.272727273,0.03248,1.200493827
"frozenset({'Mascara', 'Lip liner', 'Lip Gloss'})",frozenset({'Eye shadow'}),0.116,0.22,0.058,0.5,2.272727273,0.03248,1.56
frozenset({'Blush'}),"frozenset({'Concealer', 'Eyeliner', 'Lip Gloss'})",0.201,0.184,0.084,0.417910448,2.271252433,0.047016,1.401846154
frozenset({'Blush'}),"frozenset({'Mascara', 'Foundation', 'Eyeliner'})",0.184,0.201,0.084,0.456521739,2.271252433,0.047016,1.47016
frozenset({'Nail Polish'}),"frozenset({'Brushes', 'Bronzer'})",0.381,0.192,0.166,0.435695538,2.269247594,0.092848,1.431851163
"frozenset({'Mascara', 'Lip Gloss'})","frozenset({'Eye shadow', 'Blush'})",0.192,0.381,0.166,0.864583333,2.269247594,0.092848,4.571076923
"frozenset({'Concealer', 'Nail Polish'})","frozenset({'Mascara', 'Bronzer'})",0.175,0.131,0.052,0.297142857,2.268266085,0.029075,1.236382114
"frozenset({'Eye shadow', 'Foundation'})","frozenset({'Mascara', 'Concealer'})",0.131,0.175,0.052,0.396946565,2.268266085,0.029075,1.368037975
"frozenset({'Brushes', 'Nail Polish'})",frozenset({'Lip liner'}),0.381,0.175,0.151,0.396325459,2.26471691,0.084325,1.366630435
"frozenset({'Lip liner', 'Bronzer'})","frozenset({'Concealer', 'Nail Polish'})",0.175,0.381,0.151,0.862857143,2.26471691,0.084325,4.513541667
"frozenset({'Concealer', 'Nail Polish'})",frozenset({'Lip liner'}),0.381,0.101,0.087,0.228346457,2.260856007,0.048519,1.165030612
"frozenset({'Eyeliner', 'Lip Gloss'})","frozenset({'Foundation', 'Lipstick'})",0.101,0.381,0.087,0.861386139,2.260856007,0.048519,4.465642857
"frozenset({'Eye shadow', 'Blush', 'Bronzer'})",frozenset({'Mascara'}),0.201,0.13,0.059,0.293532338,2.257941064,0.03287,1.231478873
"frozenset({'Eye shadow', 'Blush'})","frozenset({'Mascara', 'Foundation'})",0.201,0.13,0.059,0.293532338,2.257941064,0.03287,1.231478873
frozenset({'Concealer'}),"frozenset({'Eye shadow', 'Mascara', 'Lipstick'})",0.13,0.201,0.059,0.453846154,2.257941064,0.03287,1.462957746
frozenset({'Concealer'}),"frozenset({'Eye shadow', 'Mascara', 'Eyeliner'})",0.13,0.201,0.059,0.453846154,2.257941064,0.03287,1.462957746
frozenset({'Brushes'}),"frozenset({'Eye shadow', 'Nail Polish', 'Bronzer'})",0.179,0.146,0.059,0.329608939,2.25759547,0.032866,1.273883333
frozenset({'Bronzer'}),"frozenset({'Concealer', 'Lip liner', 'Lip Gloss'})",0.146,0.179,0.059,0.404109589,2.25759547,0.032866,1.377770115
"frozenset({'Concealer', 'Blush'})","frozenset({'Lip liner', 'Lip Gloss'})",0.22,0.137,0.068,0.309090909,2.256138023,0.03786,1.249078947
"frozenset({'Foundation', 'Bronzer'})","frozenset({'Eye shadow', 'Concealer'})",0.137,0.22,0.068,0.496350365,2.256138023,0.03786,1.548695652
frozenset({'Concealer'}),"frozenset({'Brushes', 'Eye shadow', 'Nail Polish'})",0.18,0.175,0.071,0.394444444,2.253968254,0.0395,1.362385321
frozenset({'Bronzer'}),"frozenset({'Concealer', 'Nail Polish', 'Lip liner'})",0.175,0.18,0.071,0.405714286,2.253968254,0.0395,1.379807692
"frozenset({'Eye shadow', 'Blush'})","frozenset({'Mascara', 'Eyeliner'})",0.192,0.141,0.061,0.317708333,2.253250591,0.033928,1.258992366
"frozenset({'Mascara', 'Eyeliner'})","frozenset({'Concealer', 'Bronzer'})",0.141,0.192,0.061,0.432624113,2.253250591,0.033928,1.4241
"frozenset({'Eye shadow', 'Concealer'})","frozenset({'Nail Polish', 'Bronzer'})",0.175,0.175,0.069,0.394285714,2.253061224,0.038375,1.362028302
"frozenset({'Eye shadow', 'Nail Polish'})","frozenset({'Concealer', 'Bronzer'})",0.175,0.175,0.069,0.394285714,2.253061224,0.038375,1.362028302
frozenset({'Nail Polish'}),"frozenset({'Concealer', 'Lip Gloss'})",0.381,0.063,0.054,0.141732283,2.249718785,0.029997,1.091733945
"frozenset({'Concealer', 'Mascara', 'Eyeliner'})","frozenset({'Eye shadow', 'Foundation'})",0.063,0.381,0.054,0.857142857,2.249718785,0.029997,4.333
"frozenset({'Eye shadow', 'Mascara', 'Blush'})",frozenset({'Bronzer'}),0.201,0.146,0.066,0.328358209,2.249028828,0.036654,1.271511111
"frozenset({'Concealer', 'Bronzer'})","frozenset({'Lip liner', 'Lip Gloss'})",0.146,0.201,0.066,0.452054795,2.249028828,0.036654,1.458175
"frozenset({'Eye shadow', 'Concealer'})",frozenset({'Mascara'}),0.357,0.071,0.057,0.159663866,2.248786839,0.031653,1.10551
"frozenset({'Eye shadow', 'Concealer', 'Eyeliner'})","frozenset({'Mascara', 'Bronzer'})",0.071,0.357,0.057,0.802816901,2.248786839,0.031653,3.260928571
"frozenset({'Blush', 'Bronzer'})","frozenset({'Mascara', 'Concealer'})",0.234,0.137,0.072,0.307692308,2.245929253,0.039942,1.246555556
"frozenset({'Eye shadow', 'Bronzer'})","frozenset({'Concealer', 'Foundation'})",0.137,0.234,0.072,0.525547445,2.245929253,0.039942,1.614492308
frozenset({'Mascara'}),"frozenset({'Concealer', 'Nail Polish'})",0.381,0.076,0.065,0.170603675,2.244785191,0.036044,1.114063291
frozenset({'Concealer'}),"frozenset({'Eye shadow', 'Mascara', 'Lip liner', 'Bronzer'})",0.076,0.381,0.065,0.855263158,2.244785191,0.036044,4.276727273
frozenset({'Bronzer'}),"frozenset({'Eye shadow', 'Concealer', 'Blush'})",0.234,0.099,0.052,0.222222222,2.244668911,0.028834,1.158428571
"frozenset({'Mascara', 'Blush'})","frozenset({'Eye shadow', 'Concealer', 'Nail Polish'})",0.099,0.234,0.052,0.525252525,2.244668911,0.028834,1.613489362
frozenset({'Eyeliner'}),"frozenset({'Concealer', 'Nail Polish'})",0.381,0.069,0.059,0.154855643,2.244284682,0.032711,1.101586957
"frozenset({'Concealer', 'Lip liner'})","frozenset({'Eye shadow', 'Mascara', 'Eyeliner'})",0.069,0.381,0.059,0.855072464,2.244284682,0.032711,4.2711
"frozenset({'Mascara', 'Foundation', 'Lip Gloss'})",frozenset({'Blush'}),0.192,0.13,0.056,0.291666667,2.243589744,0.03104,1.228235294
frozenset({'Eyeliner'}),"frozenset({'Eye shadow', 'Mascara', 'Concealer'})",0.13,0.192,0.056,0.430769231,2.243589744,0.03104,1.419459459
"frozenset({'Eye shadow', 'Concealer'})",frozenset({'Nail Polish'}),0.381,0.13,0.111,0.291338583,2.241066021,0.06147,1.227666667
"frozenset({'Eye shadow', 'Concealer'})","frozenset({'Mascara', 'Eyeliner'})",0.13,0.381,0.111,0.853846154,2.241066021,0.06147,4.235263158
frozenset({'Concealer'}),"frozenset({'Blush', 'Eyeliner', 'Lip Gloss'})",0.201,0.18,0.081,0.402985075,2.23880597,0.04482,1.3735
"frozenset({'Brushes', 'Concealer', 'Eyeliner'})",frozenset({'Nail Polish'}),0.18,0.201,0.081,0.45,2.23880597,0.04482,1.452727273
frozenset({'Concealer'}),"frozenset({'Nail Polish', 'Lip liner'})",0.381,0.134,0.114,0.299212598,2.232929839,0.062946,1.235752809
"frozenset({'Eye shadow', 'Nail Polish'})",frozenset({'Concealer'}),0.381,0.067,0.057,0.149606299,2.232929839,0.031473,1.097138889
frozenset({'Mascara'}),"frozenset({'Concealer', 'Lip liner', 'Eyeliner'})",0.134,0.381,0.114,0.850746269,2.232929839,0.062946,4.1473
"frozenset({'Eye shadow', 'Mascara', 'Foundation'})","frozenset({'Concealer', 'Lip Gloss'})",0.067,0.381,0.057,0.850746269,2.232929839,0.031473,4.1473
frozenset({'Concealer'}),"frozenset({'Nail Polish', 'Eyeliner', 'Bronzer'})",0.175,0.151,0.059,0.337142857,2.232734153,0.032575,1.280818966
"frozenset({'Concealer', 'Nail Polish'})","frozenset({'Eye shadow', 'Eyeliner'})",0.151,0.175,0.059,0.390728477,2.232734153,0.032575,1.354076087
"frozenset({'Blush', 'Eyeliner'})","frozenset({'Mascara', 'Concealer'})",0.211,0.121,0.057,0.27014218,2.232580001,0.031469,1.204344156
frozenset({'Bronzer'}),"frozenset({'Eye shadow', 'Mascara', 'Lip liner'})",0.121,0.211,0.057,0.47107438,2.232580001,0.031469,1.491703125
"frozenset({'Nail Polish', 'Lip liner'})",frozenset({'Concealer'}),0.381,0.107,0.091,0.238845144,2.232197611,0.050233,1.173217241
"frozenset({'Eye shadow', 'Eyeliner'})","frozenset({'Mascara', 'Lip Gloss'})",0.107,0.381,0.091,0.85046729,2.232197611,0.050233,4.1395625
"frozenset({'Lipstick', 'Eyeliner'})","frozenset({'Concealer', 'Blush'})",0.201,0.134,0.06,0.298507463,2.227667632,0.033066,1.234510638
"frozenset({'Concealer', 'Lip liner'})","frozenset({'Mascara', 'Eyeliner'})",0.134,0.201,0.06,0.447761194,2.227667632,0.033066,1.446837838
frozenset({'Bronzer'}),"frozenset({'Concealer', 'Blush', 'Foundation'})",0.234,0.119,0.062,0.264957265,2.226531638,0.034154,1.198569767
frozenset({'Bronzer'}),"frozenset({'Eye shadow', 'Mascara', 'Lip Gloss'})",0.119,0.234,0.062,0.521008403,2.226531638,0.034154,1.599192982
"frozenset({'Brushes', 'Eyeliner'})",frozenset({'Nail Polish'}),0.381,0.065,0.055,0.144356955,2.220876237,0.030235,1.092745399
"frozenset({'Eye shadow', 'Lip Gloss'})","frozenset({'Concealer', 'Mascara', 'Foundation'})",0.065,0.381,0.055,0.846153846,2.220876237,0.030235,4.0235
"frozenset({'Eye shadow', 'Mascara', 'Blush'})",frozenset({'Lip liner'}),0.201,0.121,0.054,0.268656716,2.220303441,0.029679,1.201897959
"frozenset({'Eye shadow', 'Mascara', 'Foundation'})",frozenset({'Bronzer'}),0.121,0.201,0.054,0.446280992,2.220303441,0.029679,1.442970149
frozenset({'Concealer'}),"frozenset({'Eye shadow', 'Blush', 'Lip liner'})",0.22,0.125,0.061,0.277272727,2.218181818,0.0335,1.210691824
